WAVELENGTH FLUX
2999.9 1.7672184705734253
3000.0 1.7672184705734253
3000.1 1.7672184705734253
3000.2 1.7672184705734253
3000.2999999999997 1.7672184705734253
3000.3999999999996 1.7672184705734253
3000.4999999999995 1.7672184705734253
3000.5999999999995 1.7672184705734253
3000.6999999999994 1.7672184705734253
3000.7999999999993 1.7672184705734253
3000.899999999999 1.7672184705734253
3000.999999999999 1.7672184705734253
3001.099999999999 1.7672184705734253
3001.199999999999 1.7672184705734253
3001.299999999999 1.7672184705734253
3001.3999999999987 1.7672184705734253
3001.4999999999986 1.7672184705734253
3001.5999999999985 1.7672184705734253
3001.6999999999985 1.7672184705734253
3001.7999999999984 1.7672184705734253
3001.8999999999983 1.7672184705734253
3001.999999999998 1.7672184705734253
3002.099999999998 1.7672184705734253
3002.199999999998 1.7672184705734253
3002.299999999998 1.7672184705734253
3002.399999999998 1.7672184705734253
3002.4999999999977 1.7672184705734253
3002.5999999999976 1.7672184705734253
3002.6999999999975 1.7672184705734253
3002.7999999999975 1.7672184705734253
3002.8999999999974 1.7672184705734253
3002.9999999999973 1.7672184705734253
3003.099999999997 1.7672184705734253
3003.199999999997 1.7672184705734253
3003.299999999997 1.7672184705734253
3003.399999999997 1.7672184705734253
3003.499999999997 1.7672184705734253
3003.5999999999967 1.7672184705734253
3003.6999999999966 1.7672184705734253
3003.7999999999965 1.7672184705734253
3003.8999999999965 1.7672184705734253
3003.9999999999964 1.7672184705734253
3004.0999999999963 1.7672184705734253
3004.199999999996 1.7672184705734253
3004.299999999996 1.7672184705734253
3004.399999999996 1.7672184705734253
3004.499999999996 1.7672184705734253
3004.599999999996 1.7672184705734253
3004.6999999999957 1.7672184705734253
3004.7999999999956 1.7672184705734253
3004.8999999999955 1.7672184705734253
3004.9999999999955 1.7672184705734253
3005.0999999999954 1.7672184705734253
3005.1999999999953 1.7672184705734253
3005.299999999995 1.7672184705734253
3005.399999999995 1.7672184705734253
3005.499999999995 1.7672184705734253
3005.599999999995 1.7672184705734253
3005.699999999995 1.7672184705734253
3005.7999999999947 1.7672184705734253
3005.8999999999946 1.7672184705734253
3005.9999999999945 1.7672184705734253
3006.0999999999945 1.7672184705734253
3006.1999999999944 1.7672184705734253
3006.2999999999943 1.7672184705734253
3006.399999999994 1.7672184705734253
3006.499999999994 1.7672184705734253
3006.599999999994 1.7672184705734253
3006.699999999994 1.7672184705734253
3006.799999999994 1.7672184705734253
3006.8999999999937 1.7672184705734253
3006.9999999999936 1.7672184705734253
3007.0999999999935 1.7672184705734253
3007.1999999999935 1.7672184705734253
3007.2999999999934 1.7672184705734253
3007.3999999999933 1.7672184705734253
3007.499999999993 1.7672184705734253
